exhibitor_name,domain,contact_number,mail,location,country,booth_no,desc,linkedin_url,city,profile_url,event_source,event_year,profile_checked
SG DISTRIBUTION,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/SG-DISTRIBUTION,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
SIMON VIVIANE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/SIMON-VIVIANE,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
SIMPLY GRAPHIC,jeuxdevlin.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/SIMPLY-GRAPHIC-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
SINGER FRANCE SAS,singerfrance.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/SINGER-FRANCE-SAS-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
SISTY WAX,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 K31,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/SISTY-WAX-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
SO TISSUS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 F031,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/SO-TISSUS-5,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
SOCIÉTÉ PASCAL HAMELIN,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/SOCIETE-PASCAL-HAMELIN,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
Solidarity For Earth,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/Solidarity-For-Earth,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
SOLYLUNA MACRAME,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 H057,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/SOLYLUNA-MACRAME-5,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
STEPHANIE PIOGE STUDIO,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 E062,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/STEPHANIE-PIOGE-STUDIO,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
SUPER BISON,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/SUPER-BISON-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
SUR LA RIVE COTE LAINE,pourlamourdufil.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 K027,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/SUR-LA-RIVE-COTE-LAINE-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
TAPISTOUF,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 C045,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/TAPISTOUF,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
Tara Favre,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 D023,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/Tara-Favre,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
TCHABA,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 A057,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/TCHABA-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
TEIXITS BASCOMPTE,,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/TEIXITS-BASCOMPTE-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
TEST,expofinder.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/TEST,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
THE COMPTOIR,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/THE-COMPTOIR-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
TIERRA TAGUA,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/TIERRA-TAGUA-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
TISSUS ANGLAIS,pourlamourdufil.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 L027,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/TISSUS-ANGLAIS-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
TISSUS LM,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 J061,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/TISSUS-LM-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
TISSUS MY COTON,tissusmycoton.fr,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/TISSUS-MY-COTON,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
TO DO BIJOUX,leslubiesdelouise.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 G038,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/TO-DO-BIJOUX-6,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
TOMBOW,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 C052,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/TOMBOW-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
TORNERIA GERMANS,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/TORNERIA-GERMANS,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
TORRETTO TESSUTI,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/TORRETTO-TESSUTI-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
TOULEMONDE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 E052,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/TOULEMONDE,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
TOUS TISSUS,mondialtissus.fr,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 F025,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/TOUS-TISSUS-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
UN APRES MIDI BUCOLIQUE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 A059,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/UN-APRES-MIDI-BUCOLIQUE-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
UN CHAT DANS L'AIGUILLE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 L059,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/UN-CHAT-DANS-L-AIGUILLE-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
UN PEU DE CI UN PEU DE CA,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 H034,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/UN-PEU-DE-CI-UN-PEU-DE-CA-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
"Une croix, le temps d'un thé",tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 J022,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/Une-croix-le-temps-d-un-the,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
UNIVERSCRAP,paulette160.rssing.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/UNIVERSCRAP-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
VALERIE FILUNCROCHET,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 G019,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/VALERIE-FILUNCROCHET-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
VILLAIN,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 A019,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/VILLAIN,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
VPF,lefilmfrancais.com,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/VPF,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
WARMI WASI,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 G021,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/WARMI-WASI-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
WOOLIETTE,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 H051,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/WOOLIETTE-4,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
XTOOL,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 E021,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/XTOOL-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
Yarn by simone,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 J046,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/Yarn-by-simone,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
YUE ET YUKO,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/YUE-ET-YUKO,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
ZAZOBOUZI,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 H052,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/ZAZOBOUZI-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
ZU TATTOO,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 B052,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/ZU-TATTOO,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
ZZZ_DWEB_CXPM,tiktok.com,570245448,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,,,,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/ZZZ_DWEB_CXPM-3,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
ÉDITIONS GUY TRÉDANIEL,radiorcj.info,,,"Paris Expo Porte de Versailles, 1 Place de la Porte de Versailles, 75015 Paris, France",France,Hall 6 C033,,https://fr.linkedin.com/in/marion-tasle,Paris,https://www.creations-savoir-faire.com/en/list-of-exhibitors/Exposant/EDITIONS-GUY-TREDANIEL-2,https://www.creations-savoir-faire.com/en/list-of-exhibitors/exhibitors,2026,yes
